P,lK1_ratio,lK3_ratio
62.5,(0.015021622382156591-6.490499094385268e-27j),(0.029573873148633717-1.2589406069377343e-26j)
147.32142857142856,(0.03483539104672148-4.518247770135461e-26j),(0.06702018374301835-8.40283483847262e-26j)
232.14285714285714,(0.05422652864592512+2.1050959545644035e-20j),(0.10181531149310259+4.1506527023736815e-20j)
316.9642857142857,(0.07315671962770981-1.8907891567433072e-25j),(0.13386561676981346-3.233232212149805e-25j)
401.7857142857142,(0.09192671533404649-3.507215486570476e-25j),(0.16382140334366474-5.755320289472219e-25j)
486.6071428571428,(0.11055808637774972+2.8749125770941567e-26j),(0.19177489612735277+4.531485873401168e-26j)
571.4285714285714,(0.12911003326284246+1.0543075122678803e-24j),(0.21792032727978597+1.5980588237361897e-24j)
656.25,(0.15474423262979173+6.827427541365142e-13j),(0.2503995124842002+7.870961954820675e-13j)
741.0714285714286,(0.16610677528074175-4.363330974957641e-25j),(0.26544588177341605-6.142146269573097e-25j)
825.8928571428571,(0.18457168453545159+3.293434389125958e-25j),(0.28710688145665986+4.478846481715469e-25j)
910.7142857142857,(0.20300198393525457+2.9000716154921313e-25j),(0.3075271438748536+3.8171340257666126e-25j)
995.5357142857142,(0.22137273616248268+7.482299176501565e-25j),(0.3268102639359995+9.5502447884725e-25j)
1080.357142857143,(0.23964951688039418+8.2272861789209295e-25j),(0.3450486214841281+1.0203650562805973e-24j)
1165.1785714285716,(0.25779112921830877+1.9936905071906646e-25j),(0.36232485998477704+2.4074720355281975e-25j)
1250.0,(0.28919681434892436-1.271832030861843e-17j),(0.38700235164024893-9.213354550440078e-18j)
P,lK1_ratio,lK3_ratio
1250.0,(0.2757523259094982-1.160440003272801e-24j),(0.3787131367236204-1.3671587289182065e-24j)
1383.9285714285716,(0.3036315692864965+1.795524382687712e-24j),(0.40294123734929854+2.042979933353839e-24j)
1517.8571428571427,(0.3307681346048466+1.64113185331883e-24j),(0.42535067314857783+1.8121461724978753e-24j)
1651.7857142857142,(0.3570075779913416+5.58874035724477e-25j),(0.4461388208192594+6.015913540704854e-25j)
1785.7142857142858,(0.382228334750003+8.45318981522978e-25j),(0.46547550694134404+8.90694898843544e-25j)
1919.6428571428569,(0.40875218759035786-4.930302525323852e-25j),(0.48351217006421293-5.14556020608992e-25j)
2053.5714285714284,(0.42930957384248414+2.4029794334372823e-24j),(0.5003629779411036+2.4519898777713986e-24j)
2187.5,(0.45110286915321984+6.500806993850104e-24j),(0.5161530866236496+6.556728887098747e-24j)
2321.4285714285716,(0.47173260592892297-1.2046555078075438e-24j),(0.5309758814902491-1.2038798339952536e-24j)
2455.3571428571427,(0.4912254481293705+2.9161126358736925e-26j),(0.5449176256515312+2.8934696269531843e-26j)
2589.2857142857138,(0.5096218024219749+8.740905865055864e-25j),(0.5580546179423211+8.626261059518226e-25j)
2723.2142857142862,(0.5408582614109235-7.441742050083178e-25j),(0.5744882606749389-1.2283986152454085e-24j)
2857.142857142857,(0.5433281733442865+8.66506147793731e-25j),(0.582177882602352+8.494783825083497e-25j)
2991.0714285714284,(0.5624470241108854+1.9194525370240715e-13j),(0.5932780994472638+9.489297785664006e-14j)
3125.0,(0.5732948257794434-6.469885999063227e-25j),(0.6038045293425667-6.32698158041871e-25j)
P,lK1_ratio,lK3_ratio
3125.0,(0.5770094506131921+5.3332382713151575e-15j),(0.6038091547076014+2.5273154232863163e-15j)
4166.666666666667,(0.6622968525593882+9.806125800479907e-13j),(0.6701969039474562+9.692907342588176e-13j)
5208.333333333334,(0.737847130300921+5.05494364154205e-18j),(0.7168996107923663+2.1500943674885775e-18j)
6250.0,(0.7640417252451347+2.680964168786721e-25j),(0.7529898564435957+2.765939235535926e-25j)
P,lK1_ratio,lK3_ratio
6250.0,(0.7683293417709338+6.89684127614879e-12j),(0.7574592943875376+7.16166327398422e-12j)
7291.666666666666,(0.7952833609363015-3.3906782810991334e-26j),(0.7805390968018702-3.5674949656815633e-26j)
8333.333333333334,(0.8193041357266642+1.8253682694497873e-26j),(0.8025605550300989+1.9537494505133585e-26j)
9375.0,(0.8383235287082601+3.2264952492002393e-25j),(0.8205661143184754+3.505020749848882e-25j)
P,lK1_ratio,lK3_ratio
9375.0,(0.8383235286925969-5.408818931492497e-25j),(0.8205661143186517-5.8757323731121735e-25j)
11250.0,(0.8681681619117115+1.0379838312259754e-16j),(0.8592061242376651+2.5648166037630285e-16j)
13125.0,(0.8828526383672288-8.604208211360631e-25j),(0.8649164966096237-9.72000920226796e-25j)
15000.0,(0.8970567612261149-2.5997496904897644e-25j),(0.8797749242985313-2.977696442371848e-25j)
16875.0,(0.90819577876772-2.222748261228581e-25j),(0.8916887278091598-2.5747500948797384e-25j)
18750.0,(0.9171634291797386-2.0021770912465487e-25j),(0.9014542999399678-2.3410734518112133e-25j)
P,lK1_ratio,lK3_ratio
62500.0,(0.9747626286079313-4.1086860881927007e-25j),(0.9682505758235406-5.134327760638203e-25j)
128125.0,(0.987649460205411+7.481105323690892e-27j),(0.9842570852950117+9.503217986888539e-27j)
193750.0,(0.9918243417469095-7.14185274230891e-27j),(0.9895336945722416-9.121733720235857e-27j)
