P,lK1_ratio,lK3_ratio
62.5,0.07414325308654321,0.029433129056122144
93.43434343434345,0.31990963175444775,0.042393278685201444
124.36868686868686,0.4801313171667217,0.054817799008066194
155.3030303030303,0.5799548635456812,0.06695245461657803
186.23737373737376,0.6477097105042202,0.0788522562780076
217.17171717171718,0.6966537378754993,0.09054919945673354
248.1060606060606,0.7336564675826911,0.10206588931930564
279.0404040404041,0.7626126385113761,0.11341950819539041
309.9747474747475,0.7858882723430909,0.12462355257379336
340.90909090909093,0.8050056611503182,0.135688764406096
371.84343434343435,0.8209878613509018,0.14662370325152296
402.7777777777778,0.8345477771228125,0.1574351357016873
433.71212121212125,0.8461973948764591,0.1681283225564427
464.64646464646466,0.8563139001425025,0.2701118220728754
495.58080808080814,0.8651813021002344,0.18917478476642413
526.5151515151516,0.8730226080624572,0.21519955647808697
557.449494949495,0.8799926057798614,0.22537863412884948
588.3838383838385,0.8862411057556305,0.24452510858064827
619.3181818181819,0.8918709572274565,0.2536801023357567
650.2525252525254,0.8969697160454896,0.2629661767718573
681.1868686868688,0.9016091586756049,0.45076808951799335
712.1212121212122,0.9058486838382699,0.28005799559089595
743.0555555555557,0.9097378705661195,0.2944734724431333
773.9898989898991,0.913318427088402,0.3018507133351566
804.9242424242425,0.91662569319022,0.4602581761105624
835.8585858585859,0.9196898110840327,0.3686583914866471
866.7929292929294,0.9225366471924503,0.4868574335923114
897.727272727273,0.9251885243403117,0.3656886391140125
928.6616161616164,0.927664808568691,0.35529791488208673
959.5959595959598,0.9299933489890324,0.5520800686739764
990.5303030303032,0.9321560333668845,0.5694132037033287
1021.4646464646466,0.9341987640955202,0.6639940454763595
1052.39898989899,0.9364704659753886,0.5110562776447488
1083.3333333333335,0.9379360951484514,0.8150493184477453
1114.267676767677,0.9396499277084094,0.7533058410578645
1145.2020202020203,0.9412716364834555,0.7222891783022398
1176.1363636363637,0.9428084556876236,0.7275754593331668
1207.0707070707072,0.7600667158559727,0.732649484325992
1238.0050505050508,0.9456527631726126,0.7375234430181077
1268.9393939393942,0.9469713829289952,0.7197171822834612
1299.8737373737376,0.8112955951440812,0.7652743469986295
1330.808080808081,0.8008796280798892,0.595503391597073
1361.7424242424245,0.9505693181410378,0.7591173625901202
1392.676767676768,0.9516625182289704,0.7597913566292136
1423.6111111111113,0.9527084038180685,0.7615156423353485
1454.5454545454547,0.9537099818294416,0.8095691008737433
1485.4797979797981,0.9546700096616456,0.7956374814911793
1516.4141414141416,0.9555910205595689,0.7455818507177536
1547.348484848485,0.956475345913235,0.7722704048526982
1578.2828282828284,0.8309002745557499,0.7927661349854869
1609.2171717171718,0.9581423723943164,0.8243037183503684
1640.1515151515152,0.8130405176772376,0.7694473067851454
1671.0858585858587,0.9596863982181887,0.8041429882038248
1702.020202020202,0.9604164633450532,0.7439271229927845
1732.954545454546,0.9612556414873289,0.8101596243447234
1763.8888888888894,0.8637131413356772,0.8372509000894047
1794.8232323232328,0.8654277115132868,0.8395991422268249
1825.7575757575762,0.8621708110239779,0.8279842202737442
1856.6919191919196,0.8701792290213893,0.8391308654057067
1887.626262626263,0.9033863820408706,0.8208003874550545
1918.5606060606065,0.9648729407914263,0.8218002799978559
1949.4949494949499,0.8768010108374643,0.8251792912729737
1980.4292929292933,0.9659638076702817,0.7872036133504464
2011.3636363636367,0.9052219470559322,0.83040521060522
2042.2979797979801,0.8792549758131406,0.8147531686345887
2073.2323232323233,0.9674827946398779,0.8579092366693216
2104.166666666667,0.9679594337149158,0.8369098492847382
2135.1010101010106,0.9669285741755809,0.8358432409506211
2166.035353535354,0.968871982811823,0.8674334255930664
2196.9696969696975,0.8913909940725488,0.8411515770107197
2227.9040404040406,0.8943412593090816,0.8701904282111289
2258.8383838383843,0.8877066437586406,0.8418127274316038
2289.7727272727275,0.9237772513191107,0.8728273612232884
2320.707070707071,0.8873715969846853,0.8567884710342775
2351.6414141414143,0.8885333872923026,0.8753427902734773
2382.575757575758,0.9716936371077033,0.8765515284418929
2413.5101010101016,0.9720555025988443,0.8493866255605704
2444.444444444445,0.9233636519994498,0.8789092177826682
2475.3787878787884,0.9727521674703383,0.8682717868725878
2506.3131313131316,0.9000594950517964,0.8735447379996597
2537.247474747475,0.9734149389771847,0.874921212813297
2568.1818181818185,0.9004555004101902,0.8715615821185436
2599.1161616161617,0.9049509922460888,0.898947645374756
2630.0505050505053,0.9030911713746222,0.8794440101292006
2660.9848484848485,0.8991527574344729,0.8806707850752098
2691.919191919192,0.9003719061653144,0.8675146847632025
2722.8535353535353,0.9000133896620782,0.8820506496102469
2753.787878787879,0.9036449416681661,0.8842025434618586
2784.722222222222,0.9061868514548989,0.8848773322107965
2815.656565656566,0.976037758380715,0.8879545924450469
2846.590909090909,0.9050413921941387,0.887526445882001
2877.5252525252527,0.9250910072778595,0.8853562823296635
2908.459595959596,0.9068961367796472,0.8892572006133511
2939.3939393939395,0.9770469335658102,0.8906610876089985
2970.3282828282827,0.9604688358843136,0.9158912585686757
3001.2626262626263,0.9492653521735698,0.8892484139997398
3032.1969696969695,0.9494776552777344,0.8933000208113929
3063.131313131313,0.9156409120645692,0.89457469328744
3094.0656565656564,0.9501543805012125,0.9323789671504479
3125.0,0.90982653494833,0.9111522589112225
